popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
57,0.795,0.455,119960,0.288,0.00252,A,0.249,-11.999,Major,0.0275,83.41799999999999,0.476,Jazz
45,0.0142,0.575,208240,0.71,0,F#,0.0798,-4.497,Minor,0.0261,87.98299999999999,0.451,Alternative
32,0.0029,0.251,745404,0.858,0.57,D,0.972,-8.147,Major,0.094,95.762,0.233,Blues
60,0.129,0.71,138765,0.632,2.92e-6,A,0.212,-7.051,Minor,0.0822,140.026,0.218,Hip-Hop
44,0.589,0.698,289067,0.89,0,C,0.326,-2.935,Minor,0.0461,98.521,0.963,Jazz
64,0.252,0.424,188220,0.647,0,A,0.208,-6.556,Major,0.188,89.79299999999999,0.262,Rap
58,0.25,0.58,235173,0.575,1.83e-5,D#,0.0813,-7.72,Major,0.0231,92.934,0.37,Rock
36,0.994,0.223,229143,0.2189999999999999,0.96,B,0.081,-19.114,Minor,0.0432,79.673,0.0387,Anime
41,0.706,0.639,265893,0.532,0.774,A,0.0687,-9.126,Minor,0.0292,76.964,0.451,Jazz
28,0.119,0.624,234187,0.487,1.05e-4,B,0.376,-9.387,Minor,0.0668,81.98200000000001,0.238,Jazz
13,0.977,0.55,189733,0.133,0.8490000000000001,G,0.132,-15.219,Minor,0.0886,118.12,0.0673,Anime
44,0.0022199999999999,0.8190000000000001,363370,0.5489999999999999,0.0142,C#,0.0819999999999999,-7.75,Major,0.0442,125.015,0.319,Electronic
82,0.0034799999999999,0.929,290227,0.65,0,G,0.308,-2.882,Major,0.0858,112.249,0.655,Hip-Hop
73,0.00328,0.635,256880,0.435,6.78e-6,D#,0.071,-7.521,Major,0.031,76.098,0.4589999999999999,Rock
46,0.0709,0.706,240107,0.976,0,C#,0.424,-3.568,Major,0.148,129.816,0.746,Country
30,0.5479999999999999,0.595,176587,0.634,2.49e-5,E,0.245,-6.61,Major,0.0289,154.659,0.898,Blues
50,0.0303,0.4679999999999999,286520,0.971,7.020000000000001e-5,D,0.265,-5.289,Major,0.1369999999999999,112.882,0.457,Classical
38,0.477,0.602,338453,0.648,3.57e-4,G#,0.092,-7.551,Major,0.0805,92.648,0.764,Jazz
34,0.475,0.546,89067,0.622,0.79,A#,0.0714,-17.213,Minor,0.183,146.253,0.351,Blues
28,0.0114,0.655,329073,0.912,0.792,G,0.124,-9.636,Minor,0.0497,109.992,0.135,Electronic
27,0.0737,0.487,297253,0.91,0,D#,0.105,-2.454,Major,0.0594,144.81,0.3279999999999999,Anime
52,1.24e-4,0.434,196160,0.932,0.0163,A,0.21,-3.363,Major,0.0588,118.973,0.265,Rock
45,0.0059299999999999,0.3989999999999999,299240,0.753,0.128,A#,0.366,-3.882,Major,0.0375,130.055,0.1669999999999999,Alternative
63,0.616,0.7559999999999999,231000,0.28,3.3e-4,F,0.414,-14.27,Major,0.0296,109.413,0.695,Country
41,0.342,0.639,192467,0.584,1.27e-6,A#,0.0969,-9.1,Minor,0.0357,136.784,0.821,Electronic
24,0.14,0.807,183529,0.757,0.0787,C,0.287,-4.204,Major,0.299,85.015,0.485,Electronic
66,0.598,0.295,320693,0.797,4.269999999999e-4,G#,0.125,-3.193,Minor,0.0301,150.30100000000002,0.107,Rock
54,0.434,0.429,245503.5,0.675,0,E,0.186,-5.296,Minor,0.0463,168.003,0.418,Rock
41,0.823,0.32,245503.5,0.233,0.179,G,0.268,-12.157,Minor,0.0342,139.477,0.4,Classical
39,0.0451,0.8740000000000001,203598,0.733,0.6679999999999999,D,0.133,-8.314,Major,0.043,125.034,0.231,Electronic
61,0.049,0.6609999999999999,212451,0.916,0,C,0.0997,-6.032,Minor,0.248,95.989,0.7759999999999999,Rap
53,0.989,0.359,338253,0.0323,0.91,C#,0.0938,-24.408,Major,0.0377,107.169,0.0728,Classical
37,0.111,0.8190000000000001,170960,0.442,0,F,0.0961,-7.66,Major,0.406,145.976,0.758,Alternative
42,5.86e-4,0.3779999999999999,245503.5,0.933,0.0132,F,0.2189999999999999,-2.102,Major,0.314,170.653,0.346,Electronic
36,0.0847,0.499,175641,0.591,1.03e-6,B,0.263,-8.093,Minor,0.0363,73.999,0.493,Classical
61,0.222,0.529,245947,0.518,0.00314,A#,0.316,-7.689,Minor,0.1969999999999999,89.712,0.356,Hip-Hop
26,0.00106,0.484,202680,0.821,0.055,C,0.1169999999999999,-5.172000000000001,Major,0.0437,150.08700000000002,0.607,Blues
47,0.0090099999999999,0.755,245480,0.732,0,C,0.0636,-5.431,Major,0.233,170.03900000000002,0.809,Hip-Hop
62,0.994,0.469,205867,0.0128,0.937,G,0.0941,-36.856,Major,0.119,72.765,0.354,Classical
62,9.4e-6,0.373,245503.5,0.737,0,C#,0.0696,-5.282,Major,0.0297,177.9,0.565,Rock
61,1.4e-5,0.377,265560,0.908,1.4e-5,E,0.241,-3.793,Minor,0.0899,144.563,0.265,Alternative
57,0.273,0.746,348333,0.7490000000000001,0,C#,0.094,-7.875,Major,0.5,113.241,0.6579999999999999,Rap
0,0.94,0.228,487427,0.148,0.0287,D,0.618,-17.774,Major,0.0406,144.186,0.183,Classical
58,0.0891,0.482,253805,0.883,0.00422,E,0.266,-3.3480000000000003,Major,0.0754,80.687,0.594,Rock
62,0.00975,0.6729999999999999,245503.5,0.789,0,C,0.752,-4.288,Major,0.0408,100.043,0.841,Alternative
15,0.957,0.0952,266539,0.147,0.852,G,0.181,-17.592,Major,0.0364,77.339,0.129,Anime
58,4.559999999999e-4,0.4429999999999999,218093,0.993,0.0437,B,0.307,-4.517,Minor,0.1009999999999999,106.875,0.276,Alternative
37,0.82,0.682,214036,0.33,0.358,A,0.1119999999999999,-12.715,Major,0.0588,126.195,0.326,Blues
67,0.0304,0.856,177778,0.3929999999999999,0,G#,0.0959,-7.348,Major,0.457,161.984,0.119,Hip-Hop
14,0.966,0.477,323240,0.293,0.95,A#,0.074,-8.507,Major,0.0291,72.623,0.165,Anime
69,0.0242,0.8540000000000001,224258,0.7659999999999999,0,A,0.0793,-4.697,Minor,0.141,118.004,0.784,Rap
53,0.0944,0.674,199375,0.58,0,B,0.1939999999999999,-6.216,Major,0.0548,75.033,0.265,Hip-Hop
51,0.188,0.514,234293,0.609,2.5e-6,C#,0.0793,-5.034,Major,0.0267,147.774,0.362,Country
59,4.68e-6,0.48,244387,0.953,0.0667,C#,0.0805,-5.061,Minor,0.0889,95.016,0.268,Rock
30,0.302,0.6679999999999999,278933,0.307,4.34e-6,D,0.0865,-13.955,Major,0.0277,92.646,0.738,Blues
56,0.779,0.276,175453,0.358,2.5e-6,A,0.0728,-7.684,Major,0.0443,81.977,0.13,Alternative
52,0.736,0.696,245503.5,0.7090000000000001,0,C,0.175,-4.414,Minor,0.345,77.637,0.642,Rap
37,0.942,0.552,235680,0.196,0,F#,0.1009999999999999,-10.037,Major,0.0314,143.284,0.154,Country
24,0.0599,0.901,245503.5,0.5870000000000001,5.27e-5,F#,0.0596,-8.07,Major,0.0503,102.005,0.836,Blues
41,0.451,0.526,167107,0.467,0,A#,0.0809,-12.187,Major,0.0465,155.744,0.687,Country
59,0.068,0.716,245503.5,0.629,0,E,0.138,-6.091,Minor,0.0376,151.947,0.16,Rap
24,0.267,0.6659999999999999,220104,0.877,0,C#,0.0888,-3.733,Major,0.0376,132.009,0.497,Anime
48,0.182,0.632,184802,0.565,0,F#,0.144,-9.57,Minor,0.184,146.017,0.38,Hip-Hop
44,0.268,0.503,244400,0.952,0.272,C#,0.875,-9.308,Major,0.5720000000000001,126.345,0.174,Electronic
56,0.00379,0.524,220202,0.997,0,F#,0.241,-1.394,Major,0.107,129.965,0.371,Rock
46,0.69,0.492,309840,0.865,1.95e-5,D,0.0753,-6.232,Minor,0.0352,94.38,0.752,Jazz
38,0.118,0.7240000000000001,247385,0.828,0,C#,0.08,-5.257000000000001,Major,0.205,130.08700000000002,0.516,Country
54,0.763,0.715,138240,0.768,1.51e-5,F#,0.288,-11.345,Major,0.504,87.031,0.569,Rap
47,0.0399,0.898,287249,0.471,0.698,D,0.0694,-10.13,Major,0.519,120.099,0.41,Alternative
49,0.257,0.698,245503.5,0.605,0.302,C#,0.102,-8.493,Major,0.0653,88.03299999999999,0.467,Jazz
34,0.904,0.437,565400,0.2239999999999999,0.75,G,0.1169999999999999,-17.765,Minor,0.0437,84.905,0.115,Classical
59,0.347,0.732,153120,0.473,0,C#,0.366,-7.197,Major,0.271,47.81100000000001,0.3939999999999999,Hip-Hop
63,0.315,0.429,293398,0.5870000000000001,0,A,0.108,-4.588,Major,0.0275,145.003,0.1639999999999999,Alternative
68,0.3429999999999999,0.6509999999999999,303813,0.6709999999999999,0,C,0.119,-8.183,Major,0.27,90.135,0.161,Rap
63,0.6,0.588,244802,0.644,0,D,0.647,-7.523,Minor,0.2269999999999999,97.183,0.102,Rap
36,0.831,0.4679999999999999,182320,0.2319999999999999,0,F,0.0985,-11.751,Major,0.033,135.191,0.422,Country
48,0.00938,0.789,173040,0.595,0.00124,C#,0.0896,-5.192,Major,0.182,147.007,0.51,Hip-Hop
47,0.0584,0.6759999999999999,264880,0.623,0,C,0.0572,-8.702,Major,0.0267,121.999,0.759,Country
35,0.868,0.7190000000000001,245503.5,0.079,0,C,0.177,-21.057,Major,0.0517,124.445,0.594,Jazz
50,0.939,0.511,318413,0.031,0.898,D#,0.139,-19.636,Major,0.0388,112.911,0.179,Jazz
63,5.34e-5,0.413,296973,0.943,0.00487,D,0.068,-4.173,Major,0.104,134.077,0.3279999999999999,Rap
54,0.326,0.556,250760,0.618,0.6940000000000001,C,0.124,-13.482,Major,0.043,104.983,0.4639999999999999,Rock
37,0.934,0.52,110960,0.0513,0.925,G,0.134,-28.971,Major,0.043,101.977,0.52,Classical
52,0.635,0.522,251600,0.379,0.925,E,0.114,-14.095999999999998,Minor,0.0286,133.69799999999998,0.4539999999999999,Jazz
57,0.245,0.555,192732,0.5429999999999999,0,A,0.123,-7.689,Minor,0.237,90.67,0.777,Rap
59,0.179,0.584,312653,0.65,2.83e-4,B,0.0935,-6.481,Major,0.0427,92.01,0.491,Rock
31,0.991,0.562,193853,0.327,0.0328,G,0.196,-11.319,Major,0.0981,143.47899999999998,0.802,Blues
68,0.0279,0.765,245503.5,0.29,1.02e-6,E,0.5710000000000001,-17.117,Minor,0.139,92.409,0.506,Hip-Hop
59,0.0224,0.6920000000000001,251964,0.655,0.0519,A,0.11,-5.757999999999999,Major,0.0482,141.015,0.4,Rap
28,0.931,0.3829999999999999,179040,0.134,0,G,0.106,-12.776,Major,0.0328,135.215,0.204,Jazz
60,0.288,0.499,237733,0.921,0,F#,0.482,-3.373,Major,0.435,150.505,0.497,Rap
50,0.00351,0.422,205427,0.953,1.03e-6,D#,0.575,-5.9270000000000005,Major,0.123,152.009,0.2,Alternative
50,0.0081599999999999,0.785,311773,0.5660000000000001,9.05e-5,C#,0.799,-8.488,Major,0.4379999999999999,160.01,0.611,Rap
55,0.0357,0.8009999999999999,172059,0.7559999999999999,0,B,0.2019999999999999,-5.42,Minor,0.272,136.006,0.639,Alternative
39,0.0327,0.499,171111,0.7240000000000001,2.45e-6,D,0.3779999999999999,-5.613,Minor,0.0966,108.052,0.3929999999999999,Rap
28,0.066,0.857,212276,0.978,0.0712,D,0.108,0.6809999999999999,Major,0.374,145.031,0.389,Electronic
60,6.44e-4,0.498,230680,0.941,0.0236,G,0.34,-4.454,Minor,0.0878,127.044,0.236,Rock
47,0.0177,0.713,245503.5,0.675,0.856,G,0.0851,-9.751,Major,0.0366,95.997,0.845,Electronic
47,0.00633,0.431,210333,0.89,0.0054,A,0.316,-1.763,Minor,0.0336,136.279,0.754,Rock
47,0.708,0.799,205482,0.563,0,F,0.148,-7.266,Minor,0.52,160.149,0.768,Alternative
59,0.5870000000000001,0.732,174585,0.522,0,A#,0.115,-7.023,Minor,0.271,79.958,0.586,Rap
27,2.94e-5,0.481,230693,0.935,0.0184,B,0.177,-4.262,Minor,0.0601,93.964,0.5489999999999999,Anime
35,0.109,0.57,328204,0.6659999999999999,0.799,G,0.0306,-12.668,Major,0.0423,113.981,0.0591,Electronic
35,0.489,0.552,145307,0.764,9.78e-4,G,0.347,-10.439,Major,0.0462,100.231,0.7829999999999999,Blues
59,0.621,0.446,257179,0.435,0,A,0.107,-5.874,Major,0.107,50.176,0.2319999999999999,Rap
40,0.696,0.557,505067,0.104,0.899,D#,0.1,-22.669,Minor,0.0437,123.145,0.308,Jazz
52,3.15e-5,0.504,250080,0.985,3.24e-5,G#,0.162,-2.729,Major,0.271,108.012,0.424,Rock
53,0.0521,0.631,176555,0.634,5.04e-4,C#,0.0903,-5.17,Minor,0.0362,145.004,0.236,Hip-Hop
47,0.245,0.75,254840,0.513,1.23e-6,C#,0.0535,-8.811,Major,0.0284,110.53,0.497,Country
59,0.0015,0.614,245503.5,0.931,3.129999999999e-4,E,0.127,-2.344,Minor,0.0268,125.981,0.727,Rock
28,0.0611,0.53,219200,0.938,0.102,A#,0.667,-1.244,Minor,0.1889999999999999,74.663,0.275,Electronic
73,0.0221,0.732,168214,0.847,0,D,0.246,-3.921,Major,0.0307,113.012,0.885,Country
48,0.0846,0.777,157409,0.701,0,C#,0.214,-5.297000000000001,Major,0.191,147.99200000000002,0.7490000000000001,Hip-Hop
50,0.00442,0.78,187006,0.816,0,C#,0.317,-5.403,Major,0.198,134.013,0.357,Hip-Hop
49,0.36,0.632,170000,0.6859999999999999,0,E,0.16,-5.198,Major,0.0372,149.985,0.595,Hip-Hop
40,0.0638,0.825,239412,0.7440000000000001,0.00214,F#,0.103,-6.609,Minor,0.0564,120.008,0.823,Electronic
51,0.0541,0.78,293867,0.456,0,E,0.14,-10.016,Minor,0.187,91.997,0.515,Hip-Hop
16,0.306,0.52,241693,0.77,0,F#,0.119,-6.148,Minor,0.0328,143.01,0.575,Anime
50,0.0506,0.6629999999999999,125747,0.738,0,A,0.0894,-6.957999999999999,Minor,0.4,184.078,0.544,Rap
23,0.0713,0.547,230736,0.856,0,C#,0.278,-2.948,Minor,0.0698,158.067,0.861,Anime
22,0.961,0.4,178439,0.107,0.0492,D#,0.11,-17.651,Major,0.0305,141.58,0.102,Blues
32,7.979999999999999e-5,0.674,233947,0.892,0.858,C#,0.0838,-9.798,Major,0.0314,95.429,0.78,Jazz
33,8.79e-5,0.547,245503.5,0.911,0.8,G,0.11,-5.307,Major,0.0508,150.053,0.617,Jazz
0,0.992,0.223,288360,0.0371,0.915,D#,0.0919,-23.567,Major,0.039,82.27,0.114,Classical
40,0.159,0.799,163298,0.7709999999999999,0.238,G#,0.0885,-9.563,Major,0.138,125.021,0.2289999999999999,Electronic
54,0.108,0.5920000000000001,204747,0.715,0,G#,0.0773,-5.164,Major,0.0375,161.974,0.6709999999999999,Country
12,0.993,0.603,149973,0.0124,0.867,A,0.0963,-33.102,Minor,0.0837,76.10300000000001,0.276,Anime
72,0.0411,0.94,195653,0.455,4.63e-6,D,0.114,-6.046,Major,0.21,108.065,0.106,Hip-Hop
68,0.118,0.792,278601,0.6859999999999999,0,F,0.188,-5.599,Major,0.0537,142.994,0.47,Rap
54,0.406,0.608,192867,0.618,0,A,0.2289999999999999,-5.519,Major,0.0267,81.021,0.5589999999999999,Country
27,0.195,0.725,281480,0.979,2.37e-6,A,0.317,-3.993,Minor,0.0502,116.064,0.941,Anime
52,0.214,0.659,129732,0.7440000000000001,1.12e-6,F#,0.069,-9.311,Major,0.406,170.03599999999997,0.326,Rap
30,0.995,0.428,179307,0.00317,0.884,F,0.0637,-39.47,Major,0.0506,131.822,0.298,Classical
36,0.0254,0.502,317733,0.925,0.28,E,0.4579999999999999,-5.015,Minor,0.0638,97.153,0.696,Blues
51,0.0016,0.256,310347,0.84,0,F,0.0968,-6.916,Minor,0.0606,112.977,0.178,Alternative
70,0.00674,0.813,171799,0.8190000000000001,4.23e-4,C#,0.225,-5.039,Major,0.121,127.997,0.2789999999999999,Electronic
40,2.36e-4,0.544,177053,0.949,0,C#,0.204,-2.4090000000000003,Minor,0.0436,124.984,0.8220000000000001,Alternative
29,0.0066799999999999,0.619,245503.5,0.89,0.00221,A,0.138,-2.649,Major,0.0284,134.977,0.439,Anime
23,2.75e-4,0.366,188093,0.936,0.0497,D,0.0579,-1.171,Minor,0.238,115.935,0.466,Anime
56,0.377,0.657,259413,0.474,1.26e-6,D,0.449,-8.977,Major,0.0528,100.036,0.324,Hip-Hop
47,0.0013599999999999,0.778,166400,0.992,0.677,C#,0.148,-1.204,Major,0.294,75.015,0.539,Electronic
62,0.624,0.611,202813,0.696,0.0139999999999999,D,0.124,-6.737,Major,0.0302,154.954,0.706,Rock
47,0.785,0.544,154187,0.34,3.89e-6,D,0.7340000000000001,-13.947,Major,0.0411,97.005,0.556,Alternative
58,0.0517,0.731,214600,0.818,0,C#,0.0743,-4.564,Minor,0.0638,120.993,0.812,Rap
32,3.3e-5,0.359,345453,0.963,0.867,C,0.0796,-3.349,Minor,0.143,110.988,0.143,Classical
54,0.083,0.6940000000000001,225200,0.595,4.52e-6,A#,0.0628,-5.926,Minor,0.298,119.859,0.138,Hip-Hop
38,0.074,0.5529999999999999,168853,0.7509999999999999,0,G,0.135,-5.854,Major,0.0292,109.992,0.4379999999999999,Country
60,2.75e-5,0.423,200813,0.818,3.38e-4,C#,0.407,-3.603,Major,0.102,171.03900000000002,0.496,Rock
50,0.00928,0.716,195625,0.904,0.231,F,0.335,-6.863,Major,0.0517,128.001,0.479,Electronic
46,0.0116,0.416,289560,0.747,1.24e-4,B,0.0625,-7.752999999999999,Minor,0.0519,170.107,0.304,Country
63,0.485,0.77,178605,0.8240000000000001,0,C#,0.318,-6.4910000000000005,Minor,0.0851,172.00599999999997,0.49,Hip-Hop
40,5.5e-5,0.405,251340,0.943,9.13e-6,F#,0.0766,-2.833,Major,0.0916,181.911,0.612,Anime
30,0.362,0.415,279107,0.6729999999999999,0.0403,D,0.183,-9.948,Major,0.0464,95.518,0.472,Electronic
61,0.43,0.6970000000000001,252373,0.6559999999999999,4.66e-5,A,0.221,-7.062,Minor,0.0283,119.632,0.8809999999999999,Rock
0,0.518,0.562,137852,0.408,0.0444,F,0.0803,-7.444,Major,0.0296,125.869,0.718,Anime
40,0.0296,0.7829999999999999,309375,0.853,0.565,F#,0.311,-8.017999999999999,Major,0.059,112.007,0.7829999999999999,Electronic
0,0.983,0.45,40200,0.158,0.8390000000000001,C,0.106,-22.644,Major,0.0952,64.28399999999999,0.282,Classical
36,0.642,0.245,247200,0.5,5.79e-5,E,0.271,-5.15,Minor,0.0318,87.736,0.123,Classical
57,0.242,0.769,194824,0.562,0.00101,B,0.0852,-7.237,Major,0.28,170.082,0.525,Hip-Hop
61,0.00164,0.805,289760,0.494,0,C#,0.0798,-6.027,Major,0.0363,115.049,0.408,Rap
55,0.214,0.6859999999999999,199995,0.969,8.2e-6,B,0.337,-4.46,Minor,0.344,155.003,0.789,Electronic
35,0.0251,0.5660000000000001,203107,0.892,0.00855,D,0.239,-3.68,Major,0.0384,142.04,0.787,Country
55,2.21e-4,0.392,266387,0.936,0.8390000000000001,F,0.407,-6.532,Major,0.0849,167.333,0.564,Classical
57,0.306,0.33,281907,0.452,7.36e-6,A,0.0518,-8.812000000000001,Major,0.032,134.762,0.2019999999999999,Rock
26,0.154,0.7070000000000001,183243,0.903,0.802,C#,0.0434,-2.141,Major,0.0779,148.035,0.7829999999999999,Electronic
58,0.178,0.682,211867,0.758,0.00158,G#,0.0964,-6.13,Minor,0.155,147.045,0.638,Hip-Hop
49,0.426,0.799,164133,0.5579999999999999,7.52e-5,F#,0.0864,-11.759,Major,0.0272,105.57,0.954,Country
59,0.114,0.653,245503.5,0.91,0,F#,0.111,-3.797,Major,0.319,91.102,0.818,Rap
75,6.71e-4,0.49,371413,0.758,0.484,G,0.092,-6.4910000000000005,Major,0.0297,112.114,0.435,Rock
78,0.585,0.769,245503.5,0.156,0.015,B,0.102,-10.7,Minor,0.035,105.95,0.527,Rap
0,0.987,0.283,123373,0.139,0.195,C,0.355,-22.362,Major,0.0478,76.202,0.298,Classical
32,0.00488,0.528,186667,0.8059999999999999,6.47e-4,A#,0.862,-4.063,Minor,0.196,89.46600000000001,0.495,Electronic
51,0.0351,0.518,238133,0.87,0.00707,C,0.255,-4.933,Major,0.098,169.665,0.6609999999999999,Alternative
52,0.498,0.851,118168,0.595,0,G#,0.11,-4.176,Minor,0.159,130.126,0.774,Rap
60,0.00775,0.789,270747,0.665,0,A,0.109,-5.2010000000000005,Major,0.0665,127.914,0.324,Hip-Hop
47,0.00242,0.245,239742,0.957,0.155,F,0.083,-4.082,Minor,0.0611,171.988,0.441,Alternative
19,0.777,0.198,171587,0.307,1.149999999999e-4,F,0.0865,-11.558,Major,0.0397,138.44799999999998,0.0387,Anime
56,0.862,0.86,245503.5,0.302,0.2689999999999999,C#,0.168,-19.123,Major,0.148,113.987,0.935,Rap
36,1.46e-6,0.38,213093,0.978,0.866,D#,0.23,-6.126,Minor,0.0768,132.106,0.33,Classical
42,0.602,0.579,205199,0.555,0,F#,0.129,-8.853,Minor,0.742,144.884,0.597,Alternative
50,0.22,0.621,227640,0.469,3.34e-5,E,0.067,-10.438,Major,0.0267,144.665,0.511,Country
62,0.0734,0.677,229400,0.5489999999999999,0,G#,0.0916,-7.165,Major,0.211,77.523,0.262,Rap
57,2.83e-4,0.6409999999999999,177280,0.889,7.23e-4,C#,0.288,-4.302,Major,0.0279999999999999,99.012,0.738,Rock
53,0.0107,0.25,246200,0.8,0.111,G,0.118,-11.6,Major,0.0443,154.341,0.298,Alternative
60,0.226,0.682,206350,0.535,0,G#,0.0947,-7.577000000000001,Major,0.359,77.941,0.6659999999999999,Rap
41,0.0352,0.62,201867,0.912,0,E,0.349,-3.891,Major,0.0595,116.561,0.452,Country
24,0.0482,0.629,298390,0.937,0,E,0.0562,-3.12,Minor,0.153,108.988,0.805,Anime
36,0.7490000000000001,0.621,245503.5,0.306,2.46e-5,A,0.349,-15.359000000000002,Minor,0.0759,78.74600000000001,0.526,Jazz
54,0.513,0.713,206738,0.536,0.0246,C#,0.087,-10.108,Major,0.063,97.012,0.158,Rock
35,0.8320000000000001,0.764,137706,0.166,0.00228,F,0.146,-18.254,Major,0.0535,109.802,0.544,Jazz
62,0.4529999999999999,0.505,265480,0.795,0,D,0.0998,-6.283,Major,0.434,89.669,0.7340000000000001,Hip-Hop
63,0.0889,0.736,211573,0.903,0,A#,0.129,-3.235,Minor,0.127,95.047,0.457,Rap
46,0.0275,0.539,223081,0.77,0,G#,0.115,-5.305,Minor,0.0347,123.004,0.5670000000000001,Alternative
39,0.0824,0.66,175427,0.845,4.16e-6,D,0.319,-7.032,Major,0.0392,138.43,0.861,Country
30,0.349,0.66,285667,0.5660000000000001,0.2739999999999999,G#,0.157,-7.7,Major,0.0326,82.991,0.313,Jazz
50,0.0428,0.784,227254,0.6629999999999999,0,G,0.0457,-5.088,Major,0.0537,144.003,0.392,Rap
59,0.314,0.491,202547,0.7759999999999999,0,D,0.146,-3.887,Major,0.0393,154.988,0.428,Country
36,0.929,0.306,157994,0.341,0.913,C,0.162,-16.957,Minor,0.0359,151.375,0.3829999999999999,Classical
70,1.8e-4,0.546,207213,0.959,0.00144,G#,0.0584,-4.664,Major,0.0819999999999999,127.831,0.416,Rock
32,0.00213,0.568,254560,0.944,2.51e-6,G,0.236,-3.133,Major,0.093,116.167,0.546,Blues
47,0.494,0.784,153489,0.564,0,B,0.439,-8.374,Minor,0.239,128.95,0.506,Country
36,0.0603,0.445,242773,0.923,4.25e-5,A,0.132,-7.882999999999999,Major,0.102,162.565,0.33,Blues
18,0.0739,0.667,220470,0.754,0,B,0.109,-4.404,Major,0.0583,104.012,0.435,Anime
62,0.565,0.65,206893,0.462,0.00134,F#,0.129,-9.375,Major,0.0309,86.999,0.368,Country
34,0.8240000000000001,0.119,340880,0.1989999999999999,0.815,G#,0.0966,-12.640999999999998,Minor,0.0375,72.39399999999999,0.0591,Classical
60,0.723,0.779,234280,0.597,4.47e-5,A,0.0508,-9.652,Minor,0.434,173.986,0.6459999999999999,Rap
21,0.0481,0.479,243500,0.94,0,G,0.1369999999999999,-2.41,Major,0.1159999999999999,154.916,0.522,Anime
40,0.00268,0.375,337467,0.6709999999999999,1.59e-4,C#,0.0507,-9.194,Major,0.0577,200.034,0.216,Anime
37,0.981,0.451,264000,0.166,0.818,D#,0.0922,-19.501,Minor,0.0372,140.00799999999998,0.153,Jazz
36,0.501,0.6709999999999999,278507,0.7140000000000001,7.26e-5,D#,0.0946,-8.286,Major,0.0676,94.006,0.718,Jazz
32,0.561,0.384,196891,0.408,0.0798,G,0.21,-11.165,Major,0.0611,90.783,0.155,Jazz
62,0.176,0.445,245503.5,0.523,0,C,0.135,-8.647,Major,0.0267,77.405,0.1939999999999999,Alternative
46,0.0472,0.7909999999999999,286787,0.7490000000000001,0.948,A#,0.185,-6.332999999999999,Minor,0.0369,107.068,0.5539999999999999,Electronic
41,0.0106,0.69,258413,0.794,0.191,C,0.0667,-4.373,Major,0.0342,95.978,0.785,Jazz
57,0.00925,0.624,222040,0.8029999999999999,3.75e-5,A#,0.613,-3.312,Minor,0.0382,97.027,0.899,Alternative
59,0.395,0.439,245503.5,0.469,0.573,A,0.183,-9.283,Major,0.0311,127.44,0.193,Rock
23,0.177,0.4379999999999999,307080,0.795,0.00151,A,0.1119999999999999,-6.657,Major,0.0621,154.433,0.392,Blues
50,0.0145,0.5670000000000001,268333,0.3,0,B,0.0687,-8.421,Minor,0.0291,141.819,0.196,Anime
49,0.855,0.535,230573,0.341,8.26e-5,A,0.104,-15.754,Minor,0.0378,94.767,0.483,Jazz
50,0.0173,0.75,148288,0.5660000000000001,0,C#,0.147,-8.812000000000001,Major,0.428,157.028,0.4579999999999999,Hip-Hop
40,0.0236,0.562,293121,0.8690000000000001,0,G,0.182,-3.575,Major,0.0812,78.047,0.379,Country
57,0.3389999999999999,0.43,269702,0.732,0,G#,0.1169999999999999,-4.413,Major,0.428,69.873,0.0761,Rap
36,0.6859999999999999,0.4429999999999999,373267,0.496,1.06e-4,F,0.108,-6.862,Major,0.0284,149.355,0.221,Jazz
56,0.947,0.215,232373,0.263,2.8e-4,B,0.0919,-14.416,Major,0.0378,172.332,0.307,Rock
53,6.31e-6,0.4039999999999999,174453,0.923,0.00404,A#,0.303,-5.318,Minor,0.0563,129.955,0.588,Alternative
32,0.974,0.3429999999999999,169013,0.0617,0.5720000000000001,G#,0.104,-16.953,Major,0.0436,116.141,0.173,Anime
45,0.994,0.629,183773,0.0914,0.947,C,0.0864,-33.589,Minor,0.0406,111.454,0.241,Classical
30,0.0108,0.928,249356,0.6579999999999999,0.1,B,0.3329999999999999,-10.752,Minor,0.133,102.002,0.878,Electronic
35,0.136,0.6709999999999999,328327,0.361,0.244,A,0.0995,-12.604,Minor,0.0633,120.094,0.0383,Electronic
53,0.00628,0.5589999999999999,169867,0.875,1.02e-6,A,0.0446,-2.927,Minor,0.0334,130.001,0.963,Country
45,0.948,0.57,181893,0.241,0.0224,E,0.111,-12.138,Major,0.0473,115.352,0.5429999999999999,Blues
60,0.0139,0.6409999999999999,262107,0.732,2.61e-6,F,0.062,-7.57,Major,0.0795,92.057,0.763,Rap
58,0.00567,0.64,377827,0.992,0.802,F,0.1639999999999999,-6.974,Minor,0.0523,144.994,0.17,Electronic
31,0.0085,0.2739999999999999,527787,0.86,0.4679999999999999,C#,0.6859999999999999,-5.699,Major,0.0651,123.573,0.3429999999999999,Blues
35,0.8320000000000001,0.6709999999999999,245503.5,0.411,0.487,D,0.3389999999999999,-7.213999999999999,Minor,0.0405,79.149,0.652,Jazz
